"","n_comp","freq","threshold","sd","subj"
"72",9,6100,9,0.55901699,"x14"
"73",9,6100,1.875,3.60771742,"x15"
"74",9,300,1.25,5.04975247,"x15"
"75",9,300,8.875,0.5153882,"x15"
"76",9,6100,13,0,"x15"
"77",9,6100,13,0,"x15"
"78",9,300,7,0.8291562,"x15"
"79",9,300,-3.125,2.05015243,"x15"
"80",9,6100,13,0,"x15"
"81",9,300,-3.625,2.47802845,"x15"
"82",9,6100,13,0,"x15"
"83",9,6100,13,0,"x15"
"84",9,300,-7.375,1.125,"x15"
"85",9,300,13,0,"x16"
"86",9,6100,13,0,"x16"
"87",9,300,6.375,0.6731456,"x16"
"88",9,6100,1.125,3.39346799,"x16"
"89",9,6100,13,0,"x16"
"90",9,300,1.25,2.44948974,"x16"
"91",9,300,0.25,0.55901699,"x16"
"92",9,6100,13,0,"x16"
"93",9,6100,13,0,"x16"
"94",9,300,4.25,0.75,"x16"
"95",9,300,-3.625,1.28086885,"x16"
"96",9,6100,13,0,"x16"
"97",9,6100,7.25,1.41421356,"x17"
"98",9,300,7.875,1.95655948,"x17"
"99",9,300,7.375,2.76416805,"x17"
"100",9,6100,13,0,"x17"
"101",9,300,-2.375,0.80039053,"x17"
"102",9,6100,-0.125,3.22344924,"x17"
"103",9,6100,13,0,"x17"
"104",9,300,-3.375,1.80710404,"x17"
"105",9,6100,13,0,"x17"
"106",9,300,-2.625,2.64870251,"x17"
"107",9,300,-3,1.96850197,"x17"
"108",9,6100,4.375,2.34853678,"x17"
"109",9,6100,1,2.72717803,"x18"
"110",9,300,-0.625,1.125,"x18"
"111",9,300,-4.5,0.93541435,"x18"
"112",9,6100,-1.125,2.18303115,"x18"
"113",9,6100,6.08333333,2.48607232,"x18"
"114",9,300,-6,0.93541435,"x18"
"115",9,6100,13,0,"x18"
"116",9,300,-1.125,2.7866871,"x18"
"117",9,6100,13,0,"x18"
"118",9,300,0.375,2.50312305,"x18"
"119",9,300,-4.25,1.27475488,"x18"
"120",9,6100,-6.25,1.22474487,"x18"
"121",9,6100,13,0,"x20"
"122",9,300,2.5,2.35849528,"x20"
"123",9,300,4.5,1.60078106,"x20"
"124",9,6100,13,0,"x20"
"125",9,300,1.625,0.71807033,"x20"
"126",9,6100,4.70833333,2.64345365,"x20"
"127",9,6100,13,0,"x20"
"128",9,300,-1.5,1.11803399,"x20"
"129",9,300,-4.75,0.61237244,"x20"
"130",9,6100,13,0,"x20"
"131",9,300,-2.625,1.09687055,"x20"
"132",9,6100,13,0,"x20"
"133",9,6100,13,0,"x25"
"134",9,300,5.25,0.70710678,"x25"
"135",9,300,2.25,0.55901699,"x25"
"136",9,6100,13,0,"x25"
"137",9,6100,13,0,"x25"
"138",9,300,4,3.20156212,"x25"
"139",9,300,5.625,2.64870251,"x25"
"140",9,6100,13,0,"x25"
"141",9,6100,8.625,1.17924764,"x25"
"142",9,300,3.375,1.32876823,"x25"
"143",9,6100,13,0,"x25"
"144",9,300,2.75,0.8660254,"x25"
"145",9,6100,13,0,"x28"
"146",9,300,-4.375,0.71807033,"x28"
"147",9,6100,13,0,"x28"
"148",9,300,2.125,1.32876823,"x28"
"149",9,6100,6.5,1.62018517,"x28"
"150",9,300,-5,1.27475488,"x28"
"151",9,300,-3.125,2.05015243,"x28"
"152",9,6100,9.16666667,1.01721297,"x28"
"153",9,300,-8.375,2.00390244,"x28"
"154",9,6100,13,0,"x28"
"155",9,300,-10.875,1.52581945,"x28"
"156",9,6100,13,0,"x28"
"157",9,6100,6.375,0.80039053,"x29"
"158",9,300,-3.25,2.63391344,"x29"
"159",9,6100,13,0,"x29"
"160",9,300,-9.875,1.80710404,"x29"
"161",9,6100,4.5,1.76776695,"x29"
"162",9,300,-5,0.8291562,"x29"
"163",9,6100,6.83333333,1.69353345,"x29"
"164",9,300,-6.125,1.80710404,"x29"
"165",9,300,-5,0.55901699,"x29"
"166",9,6100,3.25,2.62202212,"x29"
"167",9,6100,4.375,1.80710404,"x29"
"168",9,300,-6,0.55901699,"x29"
"169",9,300,5.75,0.61237244,"x32"
"170",9,6100,13,0,"x32"
"171",9,6100,13,0,"x32"
"172",9,300,0.25,1.27475488,"x32"
"173",9,6100,13,0,"x32"
"174",9,300,-0.625,2.23955911,"x32"
"175",9,300,5,1.78535711,"x32"
"176",9,6100,13,0,"x32"
"177",9,6100,13,0,"x32"
"178",9,300,5.25,1.11803399,"x32"
"179",9,300,2.375,1.125,"x32"
"180",9,6100,13,0,"x32"
"181",9,6100,13,0,"x33"
"182",9,300,1,1.41421356,"x33"
"183",9,6100,13,0,"x33"
"184",9,300,3.5,1.5612495,"x33"
"185",9,300,0.375,2.18303115,"x33"
"186",9,6100,13,0,"x33"
"187",9,6100,3,2.6925824,"x33"
"188",9,300,8.875,0.71807033,"x33"
"189",9,300,-3.25,1.62018517,"x33"
"190",9,6100,5.25,1.3462912,"x33"
"191",9,300,3.25,1.6583124,"x33"
"192",9,6100,13,0,"x33"
"193",9,6100,13,0,"x34"
"194",9,300,1.375,1.70018381,"x34"
"195",9,300,0,1.19895788,"x34"
"196",9,6100,13,0,"x34"
"197",9,300,2.125,0.80039053,"x34"
"198",9,6100,13,0,"x34"
"199",9,6100,13,0,"x34"
"200",9,300,-0.25,3.92109679,"x34"
"201",9,300,0.75,0.55901699,"x34"
"202",9,6100,2.375,2.23955911,"x34"
"203",9,300,-5.75,1.6583124,"x34"
"204",9,6100,6.125,1.66301684,"x34"
"205",9,6100,2.125,1.58607219,"x35"
"206",9,300,2.375,0.71807033,"x35"
"207",9,6100,0.75,2.58602011,"x35"
"208",9,300,-2.75,1.3462912,"x35"
"209",9,6100,3,0.8291562,"x35"
"210",9,300,-1.25,1.82002747,"x35"
"211",9,300,-4.625,0.5153882,"x35"
"212",9,6100,-3.125,0.80039053,"x35"
"213",9,6100,-3.5,0.93541435,"x35"
"214",9,300,-0.5,1.03077641,"x35"
"215",9,6100,1,1.11803399,"x35"
"216",9,300,-2.375,1.09687055,"x35"
"217",9,6100,-1.25,4.89259645,"x37"
"218",9,300,-6,2.62202212,"x37"
"219",9,300,-7.125,0.6731456,"x37"
"220",9,6100,2.75,3.57071421,"x37"
"221",9,300,-3.875,1.90804219,"x37"
"222",9,6100,13,0,"x37"
"223",9,300,2.75,1.67705098,"x37"
"224",9,6100,13,0,"x37"
"225",9,6100,13,0,"x37"
"226",9,300,6.125,0.9437293,"x37"
"227",9,300,-1.5,0.70710678,"x37"
"228",9,6100,13,0,"x37"
"229",9,300,0.375,1.09687055,"x38"
"230",9,6100,6.375,2.00390244,"x38"
"231",9,300,-2.5,1.06066017,"x38"
"232",9,6100,2.5,1.3462912,"x38"
"233",9,300,3.125,1.125,"x38"
"234",9,6100,1.875,1.25623445,"x38"
"235",9,300,-3.125,1.17924764,"x38"
"236",9,6100,-2.875,1.875,"x38"
"237",9,300,-2.125,0.71807033,"x38"
"238",9,6100,0,1.6583124,"x38"
"239",9,300,-2.625,0.80039053,"x38"
"240",9,6100,-3.375,1.17924764,"x38"
"241",9,300,-5.75,1.03077641,"x39"
"242",9,6100,13,0,"x39"
"243",9,300,1.75,2.23606798,"x39"
"244",9,6100,2.25,4.96865173,"x39"
"245",9,300,-1.625,0.71807033,"x39"
"246",9,6100,13,0,"x39"
"247",9,6100,-1.75,2.07665597,"x39"
"248",9,300,-0.75,0.55901699,"x39"
"249",9,6100,4.75,4.69041576,"x39"
"250",9,300,-3.5,3.69120577,"x39"
"251",9,300,-2.75,2.54950976,"x39"
"252",9,6100,9.375,0.6731456,"x39"
